,Jaw,Spike height,Position in sigma,Maximum value,Exp_a,Exp_b,Exp_c,Spike,Collimator type,Beam Type,Beam State
0,1,1.058446670005008,9.039364503915902,1.4480000000000004,1.0764457434967478,22.51921283137733,0.3715542526457015,0,TCL,PROTON,FT
1,1,1.4083014521782673,9.473996292596892,1.81,1.4438785578747781,40.90252886791933,0.3661214421252352,0,TCL,PROTON,FT
2,0,1.047751627441162,9.2591221498782,1.4480000000000004,1.0764457434967478,22.51921283137733,0.3715542526457015,0,TCL,PROTON,FT
3,0,2.427753000000001,8.935393588027235,2.896000000000001,2.409458719068814,28.05498473790591,0.4865412809605363,0,TCL,PROTON,FT
4,0,1.0605468750000002,8.781547852505936,1.4480000000000004,1.0764105933165018,22.110759421964012,0.3715894041114712,0,TCL,PROTON,FT
5,0,1.0867350253807109,11.44204719909503,1.4480000000000004,1.049727453830617,24.82301455303922,0.3982725447544957,0,TCL,PROTON,FT
6,1,3.155554,9.358112044883338,3.62,3.131426573423341,37.22909201544733,0.4885734265765478,0,TCL,PROTON,FT
7,0,1.0885165775401073,11.706325454612184,1.4480000000000004,1.0510304114490174,43.686287384393246,0.3969695885509839,0,TCL,PROTON,FT
8,0,1.2040120000000003,10.65059752184834,1.4480000000000004,1.1825333333334487,25.179128291622526,0.2654666666665523,0,TCL,PROTON,FT
9,0,1.0836470000000002,11.1837752675669,1.4480000000000004,1.058679244314086,25.021265160773975,0.3893207543159708,0,TCL,PROTON,FT
10,0,1.0673402061855672,8.567006983260926,1.4480000000000004,1.0764105933165018,22.110759421964012,0.3715894041114712,0,TCL,PROTON,FT
11,0,1.2036500000000003,11.16699012896826,1.4480000000000004,1.1838378148700486,20.963582939690514,0.2641621651724483,0,TCL,PROTON,FT
12,0,1.2043740000000003,11.425186432528218,1.4480000000000004,1.1879507749919522,2.846363651655914,0.26097970816247834,0,TCL,PROTON,FT
13,0,0.9399330000000001,10.963755135873493,1.086,0.9436656186160858,18.72750745680773,0.1423343653700437,0,TCL,PROTON,FT
14,1,2.067744,9.149182232873999,2.534,2.042168747522608,39.58686703498779,0.491831225540541,0,TCL,PROTON,FT
15,0,0.840202,10.9087938254083,1.086,0.82578247755296,21.39839413746752,0.26021750717572123,0,TCL,PROTON,FT
16,1,2.427753000000001,8.935393588027235,2.896000000000001,2.409458719068814,28.05498473790591,0.4865412809605363,0,TCL,PROTON,FT
17,0,0.9388131868131869,11.224658880513529,1.086,0.9437109748973995,19.507651205169754,0.14228901751985898,0,TCL,PROTON,FT
18,0,3.155554,9.358112044883338,3.62,3.131426573423341,37.22909201544733,0.4885734265765478,0,TCL,PROTON,FT
19,1,1.0617816901408454,8.996088721750944,1.4480000000000004,1.0758676690739568,20.04347968432881,0.37213231675207104,0,TCL,PROTON,FT
20,1,1.0605468750000002,8.781547852505936,1.4480000000000004,1.0764105933165018,22.110759421964012,0.3715894041114712,0,TCL,PROTON,FT
21,1,1.047751627441162,9.2591221498782,1.4480000000000004,1.0764457434967478,22.51921283137733,0.3715542526457015,0,TCL,PROTON,FT
22,0,1.058446670005008,9.039364503915902,1.4480000000000004,1.0764457434967478,22.51921283137733,0.3715542526457015,0,TCL,PROTON,FT
23,0,2.067744,9.149182232873999,2.534,2.042168747522608,39.58686703498779,0.491831225540541,0,TCL,PROTON,FT
24,1,1.4218968452679017,8.824490361197208,1.81,1.4461990038887849,31.51322201544558,0.36380099517427444,0,TCL,PROTON,FT
25,0,1.4083014521782673,9.473996292596892,1.81,1.4438785578747781,40.90252886791933,0.3661214421252352,0,TCL,PROTON,FT
